band,distance_km,name,city,district,address,phone,website,rating,reviews,type,status,maps,lat,lng,place_id
15–20 km,16.0,惠翔語文短期補習班,桃園市,大園區,桃園市大園區田心里華興路50號,03 385 9622,https://m.facebook.com/pages/category/Day-Care/%E6%83%A0%E7%BF%94%E7%BE%8E%E8%AA%9E%E7%9F%AD%E6%9C%9F%E8%A3%9C%E7%BF%92%E7%8F%AD-218908854793104/?locale2=zh_TW,4,4,學校,OPERATIONAL,https://maps.google.com/?cid=235626296435550090&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0635011,121.19335579999999,ChIJqXWQnOohaDQRiifIQt4cRQM
15–20 km,16.06,雷克斯美語短期補習班,桃園市,觀音區,桃園市觀音區觀音里中正路257號,03 473 5266,,5,1,學校,OPERATIONAL,https://maps.google.com/?cid=4064459156930241107&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.03462,121.080759,ChIJ64L6aSAmaDQRUyLpnBHcZzg
15–20 km,16.07,私立名慧美語珠心算短期補習班,新北市,鶯歌區,鶯歌區二橋里高職西街108號,02 8671 1832,,,,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=17378193242969934326&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.941194499999998,121.3358555,ChIJg2yWGkYZaDQR9glRTa6-K_E
15–20 km,16.07,吉的堡美語鶯歌二橋分校,新北市,鶯歌區,新北市鶯歌區二橋里高職西街108號,02 8677 1832,https://m.facebook.com/100083613390584/,3.7,13,教育機構,OPERATIONAL,https://maps.google.com/?cid=9217813058763757645&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.941194499999998,121.3358555,ChIJg2yWGkYZaDQRTRiSjSNA7H8
15–20 km,16.09,長頸鹿美語觀音分校,桃園市,觀音區,桃園市觀音區觀音里三民路43巷1號,03 473 3873,https://m.facebook.com/lovegiraffeGN/?locale2=zh_TW,5,89,學校,OPERATIONAL,https://maps.google.com/?cid=8523702580769682223&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0355432,121.0817345,ChIJd8xuZf8naDQRL3PbMVZGSnY
15–20 km,16.1,百勝外師美語教室&河合音樂教室-大園英文補習班 大園音樂教室-大園校,桃園市,大園區,桃園市大園區大園里新生路130號,03 385 2169,https://winner-english.weebly.com/,4.5,33,學校,OPERATIONAL,https://maps.google.com/?cid=11603259384907977558&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0635864,121.200497,ChIJE6vK95sgaDQRVlMoEu8OB6E
15–20 km,16.42,私立米可美語短期補習班,桃園市,桃園區,桃園市桃園區成功里桃三街62號1樓,03 347 3366,,,,學校,OPERATIONAL,https://maps.google.com/?cid=8945207782513814034&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.996076,121.31788299999998,ChIJefcbsfkeaDQREqrLnhXDI3w
15–20 km,16.44,亞莉安美語短期補習班,桃園市,觀音區,桃園市觀音區白玉里中興路44號,03 473 4338,,4.2,6,學校,OPERATIONAL,https://maps.google.com/?cid=16139118546310347088&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.038556,121.08034359999999,ChIJWckRTCcmaDQRUDm_JM-q-d8
15–20 km,16.45,雪米美語,桃園市,桃園區,桃園市桃園區成功里桃一街87號,03 333 9860,https://www.facebook.com/profile.php?id=100083101672465,5,10,學校,OPERATIONAL,https://maps.google.com/?cid=2001121843865286262&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9954535,121.3186909,ChIJnauAuaIfaDQRdnbd77ZpxRs
15–20 km,16.51,奧斯汀美語-青溪分校,桃園市,桃園區,桃園市桃園區三民里自強路77號,03 331 1155,,5,31,學校,OPERATIONAL,https://maps.google.com/?cid=5402316175134120272&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9967983,121.31845469999999,ChIJCxHxZccfaDQRUFk3R_Dh-Eo
15–20 km,16.9,長青文理語文珠算短期補習班/國小安親班,新北市,鶯歌區,新北市鶯歌區永昌里永明街71-1號,02 2677 4265,,4.2,14,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=11517522815217016364&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.956103,121.34101240000001,ChIJWZpzI7IeaDQRLJ53Xfp11p8
15–20 km,16.91,私立葵思美語短期補習班,桃園市,桃園區,桃園區莊敬里莊敬路一段210巷59號,03 317 3712,,,,學校,OPERATIONAL,https://maps.google.com/?cid=9921404017151092690&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0257529,121.29901699999999,ChIJhXU-OsgfaDQR0qdsQ2Por4k
15–20 km,16.93,私立樂捷文理技藝補習班/國小/國中/高中-桃園/文昌/慈文/同德/經國/同德/慈文/同安/莊敬/新埔國中國小作文|國中英文補習|作文補習班|國/高中國文班|國小美術教學|國中自然補習|英文補習班|多元才藝,桃園市,桃園區,桃園市桃園區自強里莊敬路一段187號,03 316 1791,https://lin.ee/jsD1IMW,5,104,學校,OPERATIONAL,https://maps.google.com/?cid=16549519668812569714&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.025148599999998,121.2998856,ChIJEenbcDYfaDQRctzppnS0q-U
15–20 km,17.06,私立文建語文短期補習班,新北市,鶯歌區,新北市鶯歌區建國里國華路71號,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=4419043082239904887&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.954611099999997,121.34307240000001,ChIJ6Ubi8osfaDQRd4wOLEWYUz0
15–20 km,17.4,長頸鹿美語-南崁光明分校 (國中部/英檢班),桃園市,蘆竹區,桃園市蘆竹區福昌里南順七街24號,03 321 3626,https://lin.ee/OOTIaWK,5,5,學校,OPERATIONAL,https://maps.google.com/?cid=11584361116529656085&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.038801,121.29078500000001,ChIJkzWHRb0faDQRFQGZFA_rw6A
15–20 km,17.43,Live互動美語-新北鶯歌分校,新北市,鶯歌區,新北市鶯歌區南鶯里育英街43號2樓,,,5,8,學校,OPERATIONAL,https://maps.google.com/?cid=16798625233636299584&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9538126,121.3470001,ChIJ3erEMR4faDQRQBPOpaW0IOk
15–20 km,17.45,茱蒂美語文理短期補習(建國國小 鶯歌國小)鶯歌安親班/鶯歌美語/鶯歌英文/鶯歌國中數學/鶯歌國中理化/鶯歌英檢補習班,新北市,鶯歌區,新北市鶯歌區南鶯里育英街21號,02 2678 6559,https://www.judy-english.com/,4.5,34,學校,OPERATIONAL,https://maps.google.com/?cid=16850024119125160988&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9550567,121.34694879999998,ChIJVYRxIKweaDQRHDQ4PalP1-k
15–20 km,17.46,鶯歌聖禾IvyEnglish-新北鶯歌補習班 課輔班 安親班 推薦 國小/兒童 美語班 英檢班 正音班 寒暑假夏令營 珠心算 自然發音班 外師主題課 麥塊電腦課 TutorABC,新北市,鶯歌區,新北市鶯歌區南鶯里育英街19號,02 8677 3222,https://www.facebook.com/YinggeShengher,5,122,學校,OPERATIONAL,https://maps.google.com/?cid=13378954287840532386&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.955105000000003,121.34702089999999,ChIJVYRxIKweaDQRopfsQAqYq7k
15–20 km,17.47,學詮珠心算語文短期補習班,新北市,鶯歌區,新北市鶯歌區南鶯里育才街90號,02 2678 6728,,,,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=15482487916398881806&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.954727,121.34718099999998,ChIJw47gGKweaDQRDqw78LrY3NY
15–20 km,17.56,長頸鹿美語-南崁光明分校 (宇成)安親/美語/英檢/國中/國一先修/升學/私校專班,桃園市,蘆竹區,桃園市蘆竹區福昌里南昌路264號1樓,03 312 2000,https://page.line.me/bvr9721q,3.7,3,學校,OPERATIONAL,https://maps.google.com/?cid=11898897354200560128&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.039800099999997,121.29194079999998,ChIJu-TZnp4faDQRALL1vxlgIaU
15–20 km,17.64,奧斯汀美語 - 鶯歌建國分校 / 私立京英文理短期補習班,新北市,鶯歌區,新北市鶯歌區南鶯里建國路210巷4號,02 2678 8587,https://www.facebook.com/yinggeaustin/,5,18,學校,OPERATIONAL,https://maps.google.com/?cid=17952011757735515433&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.953758399999998,121.34915489999997,ChIJPxiLa7MfaDQRKRV2b5RbIvk
15–20 km,17.65,大熊哥美語短期補習班 Big Brother Bear English School,新北市,鶯歌區,新北市鶯歌區南鶯里育才街29號,02 2670 7732,https://b3school.com/,4.9,44,學校,OPERATIONAL,https://maps.google.com/?cid=18432274182316596293&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9549466,121.3489229,ChIJqTADlFkfaDQRRZyV37WXzP8
15–20 km,18.55,文賢數理學苑-Live互動美語,新竹縣,竹北市,新竹縣竹北市竹仁里中山路251號,03 551 6586,https://www.facebook.com/wenshianzb,4.6,59,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=15856574093353569986&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.835987,121.0194854,ChIJp01F98I2aDQRwk4ATSDeDdw
15–20 km,18.61,弋果美語新豐分校,新竹縣,新豐鄉,新竹縣新豐鄉忠孝村忠孝路129號,03 557 7937,https://www.facebook.com/eaglehsinfeng,3.7,29,學校,OPERATIONAL,https://maps.google.com/?cid=11952706487950066176&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.879009,120.99930599999999,ChIJD1SZ00IxaDQRAELF_jiL4KU
15–20 km,18.78,良門珠心算美語短期補習班,桃園市,龜山區,桃園市龜山區龜山里自強東路198號,03 329 9280,,5,3,學校,OPERATIONAL,https://maps.google.com/?cid=12445602330240325670&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.996558399999998,121.34430400000001,ChIJjYu06XweaDQRJpi_NWGpt6w
15–20 km,18.86,喬登美語 文興分校,新竹縣,竹北市,新竹縣竹北市隘口里高鐵九路52號2樓,03 612 9009,https://www.facebook.com/share/187mVxkYqZ/?mibextid=wwXIfr,,,學校,OPERATIONAL,https://maps.google.com/?cid=2767888211527971697&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.8032379,121.0427837,ChIJzyLJEgc3aDQRcbMd2qmDaSY
15–20 km,18.92,三之三芎林分校＜鉅林補習班＞格蘭英語/MPM數學,新竹縣,芎林鄉,新竹縣芎林鄉芎林村文昌街222號,03 512 0033,https://www.facebook.com/pg/33winwin/about/,4.9,9,學校,OPERATIONAL,https://maps.google.com/?cid=156644005763506941&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.7759963,121.0786921,ChIJzYt5ZfU3aDQR_WK6r-SCLAI
15–20 km,18.94,互動美語山崎校,新竹縣,新豐鄉,新竹縣新豐鄉山崎村學府路70號,03 557 2025,,4.8,33,學校,OPERATIONAL,https://maps.google.com/?cid=12414411095172997513&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.873042899999998,120.9977603,ChIJcUfePN8xaDQRiWF03x3ZSKw
15–20 km,18.95,文強文理語文短期補習班,新北市,三峽區,新北市三峽區中埔里弘園街36巷8號,02 8671 1066,,5,1,學校,OPERATIONAL,https://maps.google.com/?cid=3237018137725364278&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9272977,121.36594199999999,ChIJx8vLmugbaDQRNuidhtgy7Cw
15–20 km,19.06,徐薇英文芎林文林分校-文林文理才藝補習班,新竹縣,芎林鄉,新竹縣芎林鄉文林村文德路30號1樓,03 592 1000,https://www.facebook.com/WinLinSchool?mibextid=ZbWKwL,4.8,63,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=1519035798172719987&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.7761036,121.07586400000001,ChIJe8WqMB44aDQRc9svnwKzFBU
15–20 km,19.07,Live互動美語竹北文興分校 - 熠新,新竹縣,竹北市,新竹縣竹北市隘口里隘口三街206號,03 668 5581,https://www.facebook.com/profile.php?id=61582188993059,5,32,學校,OPERATIONAL,https://maps.google.com/?cid=9080127589191330602&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.8024378,121.0407576,ChIJ65DWfa03aDQRKiv5DO8XA34
15–20 km,19.16,文特蘭補習班｜菓林分校（菓林國小)【國小安親課輔】【海豚鳥美語課程】【國中英數理化補習班】【升小一先修正音班】,桃園市,大園區,桃園市大園區菓林里菓林路137號,03 393 5427,https://wentelan.vercel.app/,5,13,學校,OPERATIONAL,https://maps.google.com/?cid=8869489318183529185&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0768178,121.2576754,ChIJpfDgsvSfQjQR4Wpz1YrBFns
15–20 km,19.5,高登波士頓語文文理短期補習班,新北市,三峽區,新北市三峽區大同路143號,02 8674 2866,,5,4,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=16884132785800534533&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.926815,121.37138999999998,ChIJw-uW3-sbaDQRBdoqDlB9UOo
15–20 km,19.7,培淯語文短期補習班,新北市,三峽區,新北市三峽區中正里永安街188號1樓,02 2672 1035,,5,9,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=10681572769613628438&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9279567,121.3733262,ChIJxwbsd-wbaDQRFkROL9eRPJQ
15–20 km,19.86,樂獅英語竹北興隆分校 國小國中高中英文補習班・自然發音・全民英檢 竹北英文補習班推薦,新竹縣,竹北市,新竹縣竹北市鹿場里文興路195號,03 550 0887,https://www.facebook.com/happylionzhubei/,5,302,教育機構,OPERATIONAL,https://maps.google.com/?cid=13853490090923483113&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.8158007,121.0185247,ChIJsYou-Vw3aDQR6V_juNZ7QcA
15–20 km,19.92,金蘋果語言中心-竹北教室,新竹縣,竹北市,新竹縣竹北市鹿場里成功十五街,0956 521 333,,,,學校,OPERATIONAL,https://maps.google.com/?cid=14312453235238107361&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.812243700000003,121.02062459999999,ChIJl8tmPrA3aDQR4fjBBmMMoMY
15–20 km,19.93,私立汶喬語文短期補習班,新北市,三峽區,新北市三峽區中正里大同路88巷6號,02 2674 2314,,4,1,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=11054551923795664004&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.928148999999998,121.37561799999999,ChIJ3fyIvewbaDQRhJzzuGeoaZk
15–20 km,19.94,私立資優英語會話短期補習班,新竹縣,竹北市,新竹縣竹北市新社里國盛街321號,03 656 2878,,4.2,5,學校,OPERATIONAL,https://maps.google.com/?cid=8845373364631860817&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.8435919,120.99941380000001,ChIJZ5AarLw2aDQRUXaV2DUUwXo
