band,distance_km,name,reg_name,city,district,address,phone,email,website,rating,reviews,size_tier,seats_at_once,approved_capacity,approved_capacity_en,n_classes,classrooms,classroom_m2,building_m2,n_teachers,category,licensed_on,principal,director,match,reg_id,type,status,maps,lat,lng,place_id
10–15 km,12.85,吉的堡美語,私立立人文理短期補習班大成分班,桃園市,八德區,桃園市八德區大和里介壽路二段34號2樓,,kaikai721021@gmail.com,,2,4,大型,200,200,108,4,4,281.81,409.84,2,"文理類,外語類",2005-03-23,曾旻愷,孫家皓,address,33200507080004,學校,OPERATIONAL,https://maps.google.com/?cid=2320821223733016244&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.957108599999998,121.29892400000001,ChIJV2Px7EsZaDQRtDbLU5s2NSA
10–15 km,12.85,私立立天文理美語短期補習班,私立立人文理短期補習班大成分班,桃園市,八德區,桃園市八德區大和里介壽路二段34號,03 371 1000,kaikai721021@gmail.com,,1,1,大型,200,200,108,4,4,281.81,409.84,2,"文理類,外語類",2005-03-23,曾旻愷,孫家皓,address,33200507080004,學校,OPERATIONAL,https://maps.google.com/?cid=4105081208091396340&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9569366,121.2989824,ChIJbfsSOtIYaDQR9Ehr7pst-Dg
10–15 km,12.99,奧斯汀美語桃園大湳二校,私立葛萊文理短期補習班八德分班,桃園市,八德區,桃園市八德區大忠里介壽路一段985號,03 361 0885,today7624@gmail.com,,5,4,中型,115,255,186,10,5,142.28,285.11,3,"文理類,外語類",2023-07-21,蘇哲平,葉嘉茹,address,33202307250001,學校,OPERATIONAL,https://maps.google.com/?cid=16859520172317723614&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.958772,121.2997327,ChIJS--ar7UZaDQR3suHakUM-ek
10–15 km,13.15,冠軒美語數學作文短期補習班（龍安分校）,私立冠軒美語數學作文短期補習班,桃園市,桃園區,桃園市桃園區龍岡里上海路117號,03 370 4558,ty93650989@gmail.com,,4.9,13,中型,60,60,15,4,4,99.0,235.81,2,"外語類,商類：珠算、心算、會計",2010-02-01,詹珺羽,吳孟珈,address,33201002010002,學校,OPERATIONAL,https://maps.google.com/?cid=16876386804591183682&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.99152,121.282253,ChIJu4eneGwfaDQRQke_Q2L4NOo
10–15 km,13.23,冠昱補習班 （湖口國高中補習班）《國中全科班》1對1家教班｜全民英檢班｜私中衝刺班,,新竹縣,湖口鄉,新竹縣湖口鄉中正村中正路二段340號,03 599 1431,,https://lin.ee/cIL0Q0X,4,86,,,,,,,,,,,,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=7758938077229246793&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.888522,121.05168099999999,ChIJLThmz_UwaDQRSWmAlxJJrWs
10–15 km,13.39,佳音英語湖口校,新竹縣私立宏潤文理短期補習班,新竹縣,湖口鄉,新竹縣湖口鄉愛勢村民族街175號,03 699 3077,hugo.joy.joy@gmail.com,,4.8,462,大型,192,330,150,20,12,270.07,586.87,10,文理類,2020-09-28,陳惠婷,陳惠婷,phone,36202009290001,學校,OPERATIONAL,https://maps.google.com/?cid=11080097178541350642&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.904961,121.04645099999999,ChIJsTs5Q0UwaDQR8t7D061pxJk
10–15 km,13.6,凱瑟琳美語文理補習班,新竹縣私立凱瑟琳美語文理短期補習班,新竹縣,湖口鄉,新竹縣湖口鄉德盛村成功路62-1號,03 599 1775,catherine5991775@gmail.com,,5,2,小型,50,100,100,2,1,30.03,79.72,5,外語類,2004-05-31,涂美珍,涂美珍,phone,36200406100001,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=9713764555554113044&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9062052,121.04416739999998,ChIJyYy15WcxaDQRFEaVxWU5zoY
10–15 km,13.98,約拿美語短期補習班,新竹縣私立約拿美語短期補習班,新竹縣,關西鎮,新竹縣關西鎮西安里正義路111之6號,03 517 1245,eunipage@gmail.com,,5,1,小型,10,20,20,2,1,53.09,113.84,1,外語類,2010-08-05,鍾政良,鍾政良,phone,36201008050001,學校,OPERATIONAL,https://maps.google.com/?cid=18247875052884327115&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.79457,121.17547999999998,ChIJ2X8vx8s-aDQRy_rh4K15Pf0
10–15 km,13.98,葛洛莉英語-大竹校Da Chu(大竹國小 新莊國小 新興國小 大華國小 五權國小)大竹兒童美語 大竹英文補習班 大竹美語 蘆竹美語 小一新生 英文補習 國小英文 國中英文 高中英文,私立大灣美語短期補習班大竹分班,桃園市,蘆竹區,桃園市蘆竹區大竹里大新路131號,03 313 5130,annachang1129@gmail.com,http://www.glo.com.tw/,5,685,大型,190,302,302,16,10,217.25,398.73,19,外語類,2006-06-19,張鳳玶,姚佳慈,address,33200612220009,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=3178985590916278911&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.024732099999998,121.25537439999998,ChIJCQVZjCUgaDQRf2qmTI0GHiw
10–15 km,14.04,薪傳巨人升學文理補習班&Live互動美語湖口信勢分校,,新竹縣,湖口鄉,新竹縣湖口鄉中正村中山路一段588號,03 590 6111,,https://www.facebook.com/people/%E8%96%AA%E5%82%B3%E5%B7%A8%E4%BA%BA%E5%8D%87%E5%AD%B8%E8%A3%9C%E7%BF%92%E7%8F%AD/100092241100023/,4.2,19,,,,,,,,,,,,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=6488921225147460106&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.8945567,121.041866,ChIJ68f4EM8xaDQRCipoeHlHDVo
10–15 km,14.12,MPM數學 常春藤英語 新埔分校,,新竹縣,新埔鎮,新竹縣新埔鎮四座里中正路192號,03 589 7903,,,4.4,13,,,,,,,,,,,,,,,,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=17167602513746233672&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.826931000000002,121.08327100000001,ChIJ_xRwpOM5aDQRSInyRIeTP-4
10–15 km,14.15,愛美語關西分校-立人文理補習班,新竹縣私立立人文理技藝短期補習班,新竹縣,關西鎮,新竹縣關西鎮西安里北平路106號,03 587 1670,windwogi@gmail.com,https://www.facebook.com/%E6%84%9B%E7%BE%8E%E8%AA%9E%E9%97%9C%E8%A5%BF%E5%88%86%E6%A0%A1-100496242582188,,,中型,158,1623,528,42,4,189.17,228.33,5,文理類,2010-01-25,張榮勳,張榮勳,address,36201001280002,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=3830126852697435119&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.793051900000002,121.1740264,ChIJa0UGmzI_aDQR7yu3YxRYJzU
10–15 km,14.19,大翰文理美語補習班,私立哲思文理短期補習班,桃園市,觀音區,桃園市觀音區草新里四維路29號,,zest.teacher@gmail.com,,,,中型,75,177,127,12,6,90.62,155.26,1,"文理類,外語類",2025-09-01,葉琳珍,葉琳珍,address,33202509050002,學校,CLOSED_TEMPORARILY,https://maps.google.com/?cid=12958951856420763028&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.043723399999998,121.1424201,ChIJ90J_IBwnaDQRlDVZzw1y17M
10–15 km,14.19,奧斯汀美語 大竹分校,私立光樹文理語文短期補習班,桃園市,蘆竹區,桃園市蘆竹區大竹里大竹路600號,03 313 1397,yvonne11212@yahoo.com.tw,https://www.facebook.com/austinenglishlight/,4.9,15,小型,52,86,86,5,3,62.99,109.92,1,"文理類,外語類",2021-08-16,呂曉芳,呂曉芳,address,33202108160001,學校,OPERATIONAL,https://maps.google.com/?cid=17325832122382422480&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0259069,121.25712279999999,ChIJ1XpvgOkhaDQR0BGo5IS4cfA
10–15 km,14.2,Danny Kids丹尼互動美語湖口校區,新竹縣私立恒卓文理短期補習班,新竹縣,湖口鄉,新竹縣湖口鄉信勢村新湖路115號,03 557 1805,think.jasonwang@gmail.com,https://www.facebook.com/dannykidshukou/,5,88,小型,48,129,129,9,4,76.2,148.46,4,文理類,2025-01-20,王瀚陽,王翰晨,address,36202501170001,學校,OPERATIONAL,https://maps.google.com/?cid=2209145546443792600&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9021573,121.0387417,ChIJ8x6wMggxaDQR2CDrgCt2qB4
10–15 km,14.22,泓庭文理補習班-皇家美語加盟校,私立泓庭文理短期補習班,桃園市,蘆竹區,桃園市蘆竹區上竹里南竹路五段251號,03 323 6345,xcv33xcv@gmail.com,,3.9,13,中型,104,210,100,7,4,120.73,204.36,3,"文理類,外語類",2003-05-30,陳弘庭,陳弘庭,address,33200306020003,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=240151938651357695&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0245338,121.25976010000001,ChIJmZgveZwfaDQR_4Fvc-owVQM
10–15 km,14.23,博全-空中美語觀音分校,私立博全美語文理短期補習班,桃園市,觀音區,桃園市觀音區四維路12號,03 438 9525,gracechuchu2001@yahoo.com.tw,https://sites.google.com/view/bochyuan/%E9%A6%96%E9%A0%81,4.4,5,小型,120,120,60,4,4,63.75,168.2,3,"文理類,外語類",2006-06-02,朱雅玲,朱雅玲,address,33200612210014,學校,OPERATIONAL,https://maps.google.com/?cid=9671046561170692986&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.044155999999997,121.14268469999999,ChIJmy7Wox4naDQRepvXpJt1NoY
10–15 km,14.23,佳仁美語才藝短期補習班,,新竹縣,關西鎮,新竹縣關西鎮北斗里中興路12號,03 587 8600,,,5,3,,,,,,,,,,,,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=17415218022417043379&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.7922469,121.1770648,ChIJP1maq84-aDQRsw8miIVIr_E
10–15 km,14.27,愛美語國際補習班,新竹縣私立王浩文理短期補習班,新竹縣,湖口鄉,新竹縣湖口鄉信勢村明德街255號,03 599 6007,n121tw@yahoo.com.tw,,,,小型,69,184,60,8,3,84.98,195.64,3,文理類,2019-09-24,王順寬,張靜怡,phone,36202002120001,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=12657964811721207265&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.902227399999997,121.03805879999999,ChIJHVEVN1IwaDQR4W0Jdu4fqq8
10–15 km,14.29,葉老師美語教室,私立葉老師美語短期補習班,新竹縣,湖口鄉,新竹縣湖口鄉信勢村明德街308號,03 599 2756,,,5,4,小型,15,30,30,2,1,33.0,114.0,1,外語類,2007-10-15,葉淑珍,葉淑珍,phone,36200801160001,學校,OPERATIONAL,https://maps.google.com/?cid=6439218446177399884&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.901533600000004,121.0379552,ChIJZX74ylMwaDQRTPSLcw-zXFk
10–15 km,14.33,玉兔兒童課後照顧服務中心《新莊國小 大竹國小 大華國小》蘆竹安親班 蘆竹才藝班 蘆竹兒童美語 蘆竹兒童舞蹈 蘆竹暑期班,,桃園市,蘆竹區,桃園市蘆竹區大竹里南竹路五段222號,03 323 2446,,https://www.e2afterschool.com/,5,41,,,,,,,,,,,,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=2666009332980519121&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.025478099999997,121.2603071,ChIJZzbJricgaDQR0RAu_FyR_yQ
10–15 km,14.36,Flying Dolphin English(博士登補習班),私立博士登文理美語短期補習班,桃園市,觀音區,桃園市觀音區草新里四維二街46號,03 483 6316,shawnlanch@gmail.com,https://www.facebook.com/%E6%B5%B7%E8%B1%9A%E9%B3%A5%E7%BE%8E%E8%AA%9E-%E8%8D%89%E6%BC%AF%E6%A0%A1-329125293539/,4,3,中型,120,168,120,7,5,159.78,264.99,3,"文理類,外語類",2006-05-05,藍靖翔,藍靖翔,phone,33200612210021,學校,OPERATIONAL,https://maps.google.com/?cid=14775297317793933469&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.045111,121.1418899,ChIJpROFBhwnaDQRnajjraBmDM0
10–15 km,14.49,賴世雄美語 傅老師補習班,,新竹縣,新埔鎮,新竹縣新埔鎮,,,,,,,,,,,,,,,,,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=14265135193612750329&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.827927100000004,121.07678109999999,ChIJgU7o41g3aDQR-Q028ODw98U
10–15 km,14.74,布蘭達美語-Brenda studio,私立布蘭達美語文理短期補習班,桃園市,觀音區,桃園市觀音區草漯里忠孝路34號,03 483 7499,kf058917@gmail.com,,5,5,小型,20,80,40,4,1,35.37,74.47,5,"文理類,外語類",2010-05-05,李明憲,李明憲,address,33201008060004,學校,OPERATIONAL,https://maps.google.com/?cid=1838528830862011972&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.049077999999998,121.143618,ChIJ8e8ykRknaDQRRC7YEDvEgxk
10–15 km,14.8,佳音英語關西校,新竹縣私立文星文理短期補習班,新竹縣,關西鎮,新竹縣關西鎮東安里大德街86號,03 517 1630,fred.chien@msa.hinet.net,,4,3,大型,180,560,280,28,9,304.0,665.22,13,外語類,2009-01-14,游碧玲,錢正華,address,36200901200003,教育機構,OPERATIONAL,https://maps.google.com/?cid=8393930351964256124&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.787195699999998,121.1809414,ChIJ1xXU2dE-aDQRfPcyoi47fXQ
15–20 km,15.48,漢林美語短期補習班,,桃園市,大園區,桃園市大園區埔心里埔心街99-5號,03 381 3036,,,,,,,,,,,,,,,,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=1135817308057355910&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.052608,121.225673,ChIJ4d7p1HogaDQRhsZ_6NI7ww8
15–20 km,15.76,私立佛利亞美語文理短期補習班,私立佛利亞美語文理短期補習班,桃園市,大園區,桃園市大園區大園里和平一街17號,03 386 0268,kui8868@yahoo.com.tw,,3.9,11,大型,80,80,60,4,4,146.62,492.32,3,"文理類,外語類",2011-02-17,陳名宗,陳名宗,phone,33201103170005,學校,OPERATIONAL,https://maps.google.com/?cid=3192939386250519507&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0604575,121.2007682,ChIJsSqDKpogaDQR0-PQcnSZTyw
15–20 km,15.76,葛洛莉英語-大園校 Da Yuan,私立葛洛莉英語會話短期補習班大園分班,桃園市,大園區,桃園市大園區大園里中正二街55號,03 385 5081,annachang1129@gmail.com,http://www.glo.com.tw/,5,464,大型,88,176,176,8,4,96.5,417.54,17,外語類,2007-03-29,張鳳玶、張弘昌,張弘昌,address,33200707180011,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=6186639775692339273&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.060535,121.20037889999999,ChIJj1cqLpogaDQRSbhxBxlc21U
15–20 km,15.82,群揚語文短期補習班(大園國小 大園國中)大園兒童美語 大園小一新生 大園正音班 大園課輔班 大園補習班,私立群揚語文短期補習班,桃園市,大園區,桃園市大園區大園里中正二街46號,03 385 8920,Chun.yang46@msa.hinet.net,https://chun-yang.weebly.com/,4.9,49,小型,74,74,37,2,2,45.55,160.71,5,外語類,2007-09-11,宋美蘭,宋美蘭,address,33200804280010,學校,OPERATIONAL,https://maps.google.com/?cid=12749131193607395473&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0611095,121.2004163,ChIJOXdCzZsgaDQRkRjS1UUD7rA
15–20 km,15.84,奧斯汀美語/MPM數學_桃園大園分校,私立二聖文理短期補習班,桃園市,大園區,桃園市大園區大園里中正二街39號,03 386 8808,a0970685568@gmail.com,https://austinenglish.com.tw/,4.8,24,中型,108,324,218,12,4,140.14,376.42,2,文理類,2023-10-02,張敦堯,張敦堯,address,33202310020001,學校,OPERATIONAL,https://maps.google.com/?cid=5150303975398947100&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0612057,121.20074259999998,ChIJ5bv3FQ8haDQRHLnvmi2OeUc
15–20 km,16.0,惠翔語文短期補習班,,桃園市,大園區,桃園市大園區田心里華興路50號,03 385 9622,,https://m.facebook.com/pages/category/Day-Care/%E6%83%A0%E7%BF%94%E7%BE%8E%E8%AA%9E%E7%9F%AD%E6%9C%9F%E8%A3%9C%E7%BF%92%E7%8F%AD-218908854793104/?locale2=zh_TW,4,4,,,,,,,,,,,,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=235626296435550090&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0635011,121.19335579999999,ChIJqXWQnOohaDQRiifIQt4cRQM
15–20 km,16.06,雷克斯美語短期補習班,,桃園市,觀音區,桃園市觀音區觀音里中正路257號,03 473 5266,,,5,1,,,,,,,,,,,,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=4064459156930241107&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.03462,121.080759,ChIJ64L6aSAmaDQRUyLpnBHcZzg
15–20 km,16.07,私立名慧美語珠心算短期補習班,私立名慧美語珠心算短期補習班,新北市,鶯歌區,鶯歌區二橋里高職西街108號,02 8671 1832,fujiyama@ms7.hinet.net,,,,中型,63,84,,4,3,85.0,234.45,8,"外語類,商類：珠算、心算、會計",2003-04-04,許心宥,許心宥,address,21200304030006,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=17378193242969934326&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.941194499999998,121.3358555,ChIJg2yWGkYZaDQR9glRTa6-K_E
15–20 km,16.07,吉的堡美語鶯歌二橋分校,私立名慧美語珠心算短期補習班,新北市,鶯歌區,新北市鶯歌區二橋里高職西街108號,02 8677 1832,fujiyama@ms7.hinet.net,https://m.facebook.com/100083613390584/,3.7,13,中型,63,84,,4,3,85.0,234.45,8,"外語類,商類：珠算、心算、會計",2003-04-04,許心宥,許心宥,address,21200304030006,教育機構,OPERATIONAL,https://maps.google.com/?cid=9217813058763757645&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.941194499999998,121.3358555,ChIJg2yWGkYZaDQRTRiSjSNA7H8
15–20 km,16.09,長頸鹿美語觀音分校,私立先進美語數學短期補習班,桃園市,觀音區,桃園市觀音區觀音里三民路43巷1號,03 473 3873,lili650714@yahoo.com.tw,https://m.facebook.com/lovegiraffeGN/?locale2=zh_TW,5,89,中型,108,109,64,7,7,162.67,283.75,6,外語類,2004-09-16,徐立宗,徐立宗,address,33200507130018,學校,OPERATIONAL,https://maps.google.com/?cid=8523702580769682223&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0355432,121.0817345,ChIJd8xuZf8naDQRL3PbMVZGSnY
15–20 km,16.1,百勝外師美語教室&河合音樂教室-大園英文補習班 大園音樂教室-大園校,私立百勝文理語文技藝短期補習班,桃園市,大園區,桃園市大園區大園里新生路130號,03 385 2169,goddessstacytsao@gmail.com,https://winner-english.weebly.com/,4.5,33,中型,161,152,92,10,7,93.82,199.52,1,"文理類,外語類,音樂、舞蹈類,美術、書法、攝影、美工設計、圍棋類",2015-12-16,曹心怡,曹心怡,address,33201601050002,學校,OPERATIONAL,https://maps.google.com/?cid=11603259384907977558&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0635864,121.200497,ChIJE6vK95sgaDQRVlMoEu8OB6E
15–20 km,16.42,私立米可美語短期補習班,,桃園市,桃園區,桃園市桃園區成功里桃三街62號1樓,03 347 3366,,,,,,,,,,,,,,,,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=8945207782513814034&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.996076,121.31788299999998,ChIJefcbsfkeaDQREqrLnhXDI3w
15–20 km,16.44,亞莉安美語短期補習班,私立亞莉安美語短期補習班,桃園市,觀音區,桃園市觀音區白玉里中興路44號,03 473 4338,jannie520520@gmail.com,,4.2,6,小型,60,60,60,2,2,73.6,172.57,2,外語類,2005-06-20,王芷渝,葉添順,address,33200507080017,學校,OPERATIONAL,https://maps.google.com/?cid=16139118546310347088&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.038556,121.08034359999999,ChIJWckRTCcmaDQRUDm_JM-q-d8
15–20 km,16.45,雪米美語,私立雪米文理短期補習班,桃園市,桃園區,桃園市桃園區成功里桃一街87號,03 333 9860,s0921200685@gmail.com,https://www.facebook.com/profile.php?id=100083101672465,5,10,小型,36,468,468,26,2,30.53,108.69,2,文理類,2022-05-02,余承澐,余承澐,address,33202205020001,學校,OPERATIONAL,https://maps.google.com/?cid=2001121843865286262&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9954535,121.3186909,ChIJnauAuaIfaDQRdnbd77ZpxRs
15–20 km,16.51,奧斯汀美語-青溪分校,私立智森文理短期補習班,桃園市,桃園區,桃園市桃園區三民里自強路77號,03 331 1155,vin568@ms68.hinet.net,,5,31,中型,120,215,168,10,5,109.78,194.56,2,"文理類,外語類",2023-08-21,歐陽唯一,吳佩珊,address,33202308230001,學校,OPERATIONAL,https://maps.google.com/?cid=5402316175134120272&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.9967983,121.31845469999999,ChIJCxHxZccfaDQRUFk3R_Dh-Eo
15–20 km,16.9,長青文理語文珠算短期補習班/國小安親班,私立長青文理語文珠算短期補習班,新北市,鶯歌區,新北市鶯歌區永昌里永明街71-1號,02 2677 4265,w040962@yahoo.com.tw,,4.2,14,中型,46,73,48,6,4,59.32,203.01,1,"文理類,外語類,商類：珠算、心算、會計",2005-05-24,王月麗,冉懋槐,phone,21200505160005,兒童照護機構,OPERATIONAL,https://maps.google.com/?cid=11517522815217016364&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.956103,121.34101240000001,ChIJWZpzI7IeaDQRLJ53Xfp11p8
15–20 km,16.91,私立葵思美語短期補習班,,桃園市,桃園區,桃園區莊敬里莊敬路一段210巷59號,03 317 3712,,,,,,,,,,,,,,,,,,,,學校,OPERATIONAL,https://maps.google.com/?cid=9921404017151092690&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.0257529,121.29901699999999,ChIJhXU-OsgfaDQR0qdsQ2Por4k
15–20 km,16.93,私立樂捷文理技藝補習班/國小/國中/高中-桃園/文昌/慈文/同德/經國/同德/慈文/同安/莊敬/新埔國中國小作文|國中英文補習|作文補習班|國/高中國文班|國小美術教學|國中自然補習|英文補習班|多元才藝,私立樂捷文理技藝短期補習班,桃園市,桃園區,桃園市桃園區自強里莊敬路一段187號,03 316 1791,yifen@cycu.org.tw,https://lin.ee/jsD1IMW,5,104,中型,50,415,182,23,5,82.78,231.44,7,"文理類,外語類,美術、書法、攝影、美工設計、圍棋類",2024-04-25,徐怡芬,徐怡芬,address,33202404250001,學校,OPERATIONAL,https://maps.google.com/?cid=16549519668812569714&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.025148599999998,121.2998856,ChIJEenbcDYfaDQRctzppnS0q-U
15–20 km,17.06,私立文建語文短期補習班,私立芝麻村語文短期補習班,新北市,鶯歌區,新北市鶯歌區建國里國華路71號,,sesame_street@hotmail.com.tw,,,,小型,48,48,48,3,3,47.08,79.46,5,外語類,2001-10-29,張育婷,黃小洋,address,21200412300001,學校,OPERATIONAL,https://maps.google.com/?cid=4419043082239904887&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,24.954611099999997,121.34307240000001,ChIJ6Ubi8osfaDQRd4wOLEWYUz0
15–20 km,17.4,長頸鹿美語-南崁光明分校 (國中部/英檢班),私立宇成美語短期補習班光明分班,桃園市,蘆竹區,桃園市蘆竹區福昌里南順七街24號,03 321 3626,kevin_becky@seed.net.tw,https://lin.ee/OOTIaWK,5,5,小型,52,52,52,4,4,67.14,99.17,9,外語類,2001-10-19,蔡昇志,劉幼蘭,address,33200209130028,學校,OPERATIONAL,https://maps.google.com/?cid=11584361116529656085&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,25.038801,121.29078500000001,ChIJkzWHRb0faDQRFQGZFA_rw6A
